qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	new_virus	sample
k141_3820	KX883126.1	96.2	1342	51	0	1	1342	4240	2899	0	2196	4931	"KX883126.1 Wenzhou tombus-like virus 11 strain mosZJ33874 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	100	1342	100	3137	1923664	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wenzhou tombus-like virus 11	NO	wz10
k141_5561	KX883285.1	96.198	263	10	0	1	263	5721	5459	1.39E-118	431	9495	"KX883285.1 Zhejiang mosquito virus 1 strain 3mos6204 hypothetical protein gene, complete cds"	100	263	88.9734	31	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz28
k141_4914	KX884197.1	96.196	815	29	2	1	815	813	1	0	1332	1381	"KX884197.1 Wuhan insect virus 23 strain WHCCII13263 segment Seg 2 hypothetical protein gene, complete cds"	97	842	100	70	1923727	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan insect virus 23	NO	wz106
k141_3519	KM817697.1	96.193	6462	245	1	1	6461	6	6467	0	10582	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	6461	100	6672	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz56
k141_8064	APG76656.1	96.19	105	4	0	316	2	1889	1993	1.68E-65	219	3113	APG76656.1 hypothetical protein [Zhejiang mosquito virus 1] 	99	316	100	13	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz27
k141_3923	KC464457.1	96.19	1260	47	1	2	1261	1277	19	0	2060	10865	"KC464457.1 Mosquito flavivirus isolate LSFlaviV-A20-09, complete genome"	99	1261	100	233	673515	Viruses	Unassigned	Unassigned	Unassigned	Flaviviridae	Flavivirus	Quang Binh virus	NO	wz118
k141_34	KM817758.1	96.19	315	12	0	1	315	445	131	4.57E-144	516	2111	"KM817758.1 Wuhan Mosquito Virus 1 strain WT3-15 nucleopasid protein (N) gene, complete cds"	100	315	92.381	428	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz99
k141_4307	KX882765.1	96.187	1626	62	0	8	1633	6	1631	0	2660	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	99	1633	100	7264	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz91
k141_400	APG76656.1	96.183	131	5	0	1	393	938	1068	4.12E-82	268	3113	APG76656.1 hypothetical protein [Zhejiang mosquito virus 1] 	100	393	100	2800	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz76
k141_1758	KX883232.1	96.182	969	37	0	1	969	1103	135	0	1585	4917	"KX883232.1 Hubei tombus-like virus 19 strain WHCCII13323 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds"	100	969	100	58	1923265	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 19	NO	wz39
k141_283	KM817697.1	96.181	1257	48	0	3	1259	4020	2764	0	2061	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	99	1259	100	51402	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz63
k141_1594	MF176318.1	96.181	576	18	3	1	575	5834	6406	0	939	13277	"MF176318.1 Culex mononega-like virus 2 strain mos191X56446, complete genome"	99	577	100	132	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	NO	wz86
k141_712	APG77725.1	96.178	157	6	0	472	2	719	875	3.63E-103	322	1022	"APG77725.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	473	99.7886	130	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	NO	wz21
k141_2514	APG76656.1	96.178	157	6	0	3	473	1540	1696	6.56E-100	320	3113	APG76656.1 hypothetical protein [Zhejiang mosquito virus 1] 	99	475	100	20	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz20
k141_1199	KM817697.1	96.178	6463	246	1	2	6463	5	6467	0	10578	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	99	6463	100	40001	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz53
k141_1331	KM817697.1	96.176	340	13	0	1	340	2242	2581	2.93E-156	556	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	340	100	1008	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz63
k141_739	AAA96532.1	96.175	183	7	0	550	2	11	193	4.57E-118	344	372	"AAA96532.1 NS3, partial [Bovine viral diarrhea virus 1]"	99	552	100	22	11099	Viruses	Unassigned	Unassigned	Unassigned	Flaviviridae	Pestivirus	Bovine viral diarrhea virus 1	NO	wz82
k141_427	KX882765.1	96.175	1647	63	0	1	1647	1	1647	0	2693	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	100	1647	100	3661	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz81
k141_978	KX882765.1	96.173	1646	63	0	8	1653	6	1651	0	2691	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	99	1653	100	18189	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz29
k141_2689	KX882764.1	96.169	261	10	0	1	261	88	348	1.79E-117	427	3094	"KX882764.1 Hubei mosquito virus 2 strain 3mos6212 segment 1 hypothetical protein 1 and RdRp genes, complete cds"	100	261	100	42	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz89
k141_2796	KM817726.1	96.166	313	12	0	1	313	1117	1429	5.86E-143	512	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	100	313	100	53	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz62
k141_2314	KX882765.1	96.166	1591	61	0	6	1596	7	1597	0	2601	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	99	1596	100	501	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz22
k141_2221	KX882765.1	96.166	1591	61	0	6	1596	7	1597	0	2601	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	99	1609	100	7657	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz56
k141_1253	KX882765.1	96.166	1643	63	0	1	1643	1	1643	0	2686	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	100	1643	100	6016	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz79
k141_2275	KM817758.1	96.163	2111	81	0	3	2113	1	2111	0	3450	2111	"KM817758.1 Wuhan Mosquito Virus 1 strain WT3-15 nucleopasid protein (N) gene, complete cds"	99	2113	100	49878	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz20
k141_626	KM817726.1	96.161	573	22	0	1	573	770	198	0	937	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	100	573	100	2437	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz99
k141_8033	ASA47348.1	96.154	1118	43	0	145	3498	1	1118	0	2215	1118	ASA47348.1 RdRp [Hubei chryso-like virus 1]	94	3561	100	1871	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz27
k141_790	AKS25259.1	96.154	104	4	0	2	313	306	409	8.77E-50	168	409	AKS25259.1 nucleocapsid protein [Infectious bronchitis virus]	87	359	100	5	11120	Viruses	Unassigned	Unassigned	Nidovirales	Coronaviridae	Gammacoronavirus	Avian coronavirus	NO	wz87
k141_677	KM817697.1	96.154	650	25	0	1	650	4509	3860	0	1062	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	650	100	1949	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz46
k141_431	AJG39275.1	96.154	104	4	0	313	2	2337	2440	5.66E-67	223	2443	AJG39275.1 RNA-dependent RNA polymerase [Zhee Mosquito virus]	99	314	100	1364	1608147	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Zhee Mosquito virus	NO	wz105
k141_38	ASA47351.1	96.154	130	5	0	470	81	810	939	7.09E-77	251	943	ASA47351.1 hypothetical protein [Hubei chryso-like virus 1]	83	471	100	37	1922855	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei chryso-like virus 1	NO	wz80
k141_3103	YP_009302387.1	96.154	130	5	0	390	1	628	757	2.43E-83	271	2026	YP_009302387.1 RNA-dependent RNA polymerase [Xincheng Mosquito Virus] 	100	390	100	1550	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	NO	wz62
k141_3062	APG76298.1	96.154	182	7	0	575	30	353	534	8.31E-123	362	546	"APG76298.1 hypothetical protein 2, partial [Shangao tombus-like virus 1]"	94	580	100	85548	1923458	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shangao tombus-like virus 1	NO	wz52
k141_3007	APG76656.1	96.154	104	4	0	312	1	28	131	2.50E-56	192	3113	APG76656.1 hypothetical protein [Zhejiang mosquito virus 1] 	100	312	100	2552	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz28
k141_2511	APG77727.1	96.154	104	4	0	313	2	208	311	4.75E-64	214	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	315	100	8	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	NO	wz28
k141_1657	KM817697.1	96.154	390	15	0	1	390	2852	2463	0	641	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	390	99.7436	728	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz37
k141_1273	KM817697.1	96.154	208	8	0	1	208	4098	4305	1.85E-91	340	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	208	100	141	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz40
k141_520	KM817697.1	96.151	1455	56	0	1	1455	5013	6467	0	2381	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	1455	99.6564	6081	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz59
k141_1747	KM817697.1	96.151	3559	137	0	1	3559	6021	2463	0	5825	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	3559	100	26310	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz37
k141_8262	KX882765.1	96.144	1582	61	0	1	1582	1587	6	0	2584	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	100	1582	100	46802	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz75
k141_295	KX883126.1	96.143	363	14	0	1	363	1244	882	2.39E-167	593	4931	"KX883126.1 Wenzhou tombus-like virus 11 strain mosZJ33874 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	100	363	100	635	1923664	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wenzhou tombus-like virus 11	NO	wz6
k141_715	KM817697.1	96.142	674	26	0	1	674	3204	3877	0	1105	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	674	100	4800	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz62
k141_638	KX883686.1	96.137	233	9	0	1	233	839	607	1.24E-103	381	8840	"KX883686.1 Hubei picorna-like virus 62 strain spider133936 hypothetical protein gene, complete cds"	100	233	100	542	1923145	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 62	NO	wz40
k141_3152	KX883686.1	96.135	414	16	0	1	414	776	363	0	676	8840	"KX883686.1 Hubei picorna-like virus 62 strain spider133936 hypothetical protein gene, complete cds"	100	414	100	2436	1923145	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 62	NO	wz38
k141_2836	APG79077.1	96.135	207	8	0	622	2	424	630	5.56E-140	425	1183	APG79077.1 RNA-dependent RNA polymerase [Hubei tetragnatha maxillosa virus 9] 	99	622	100	27	1923251	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tetragnatha maxillosa virus 9	NO	wz19
k141_2689	KM817758.1	96.13	491	19	0	1	491	935	1425	0	802	2111	"KM817758.1 Wuhan Mosquito Virus 1 strain WT3-15 nucleopasid protein (N) gene, complete cds"	100	491	100	2406	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz62
k141_1702	KX883126.1	96.125	542	21	0	1	542	3627	3086	0	885	4931	"KX883126.1 Wenzhou tombus-like virus 11 strain mosZJ33874 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds"	100	542	100	409	1923664	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wenzhou tombus-like virus 11	NO	wz9
k141_1769	APF29060.1	96.124	1961	76	0	1720	7602	1	1961	0	3665	2032	APF29060.1 L protein [Menghai rhabdovirus]	77	7602	100	15175	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	NO	wz89
k141_12330	FJ644291.1	96.124	516	20	0	1	516	7874	7359	0	843	10865	"FJ644291.1 Quang Binh virus isolate VN180, complete genome"	100	516	100	21	643132	Viruses	Unassigned	Unassigned	Unassigned	Flaviviridae	Flavivirus	Quang Binh virus	NO	wz16
k141_5729	KM817726.1	96.122	1960	74	2	10	1968	2217	259	0	3197	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	99	1968	100	527	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz10
k141_4005	KX883772.1	96.122	2914	98	5	1	2911	115	3016	0	4741	10650	"KX883772.1 Hubei virga-like virus 2 strain mosHB235832 RdRp and putative coat protein genes, complete cds"	100	2911	100	2050	1923335	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 2	NO	wz87
k141_1665	KM817661.1	96.122	490	19	0	1	490	1772	2261	0	800	12774	"KM817661.1 Xincheng Mosquito Virus strain XC1-6 ORF1 (ORF1), ORF2 (ORF2), glycoprotein (G), and RNA-dependent RNA polymerase (L) genes, complete cds"	100	490	100	27	1608141	Viruses	Unassigned	Unassigned	Mononegavirales	Unassigned	Anphevirus	Xincheng anphevirus	NO	wz53
k141_662	KX882765.1	96.121	1418	55	0	1	1418	180	1597	0	2314	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	99	1432	100	30975	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz20
k141_3926	KM817697.1	96.121	593	23	0	1	593	5973	5381	0	968	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	593	100	489	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz29
k141_1535	KM817697.1	96.118	4791	186	0	1	4791	1078	5868	0	7827	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	4791	100	60357	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz28
k141_1641	APG76656.1	96.117	103	4	0	2	310	72	174	1.32E-57	196	3113	APG76656.1 hypothetical protein [Zhejiang mosquito virus 1] 	99	312	100	17	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz22
k141_119	YP_009337439.1	96.117	103	4	0	3	311	2512	2614	2.04E-63	213	2702	YP_009337439.1 RdRp [Hubei virga-like virus 23] 	99	311	100	6	1923338	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 23	NO	wz37
k141_898	KM817726.1	96.114	669	26	0	1	669	1549	2217	0	1092	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	98	680	100	13791	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz62
k141_7800	KX882764.1	96.113	283	11	0	1	283	661	379	5.36E-128	462	3094	"KX882764.1 Hubei mosquito virus 2 strain 3mos6212 segment 1 hypothetical protein 1 and RdRp genes, complete cds"	100	283	100	1501	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz74
k141_4696	KX883285.1	96.113	283	11	0	1	283	8795	9077	5.36E-128	462	9495	"KX883285.1 Zhejiang mosquito virus 1 strain 3mos6204 hypothetical protein gene, complete cds"	100	283	100	370	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz28
k141_439	KM817726.1	96.113	283	11	0	1	283	1642	1924	5.36E-128	462	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	100	283	100	688	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz37
k141_3243	KX882764.1	96.113	283	11	0	1	283	66	348	5.36E-128	462	3094	"KX882764.1 Hubei mosquito virus 2 strain 3mos6212 segment 1 hypothetical protein 1 and RdRp genes, complete cds"	100	283	99.2933	176	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz89
k141_3142	KM817697.1	96.113	283	11	0	1	283	369	651	5.36E-128	462	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	283	100	679	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz37
k141_1994	KM817697.1	96.113	283	11	0	1	283	5220	4938	5.36E-128	462	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	283	100	655	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz62
k141_572	KM817726.1	96.111	360	14	0	1	360	1099	740	1.11E-165	588	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	99	362	100	671	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz46
k141_1454	KX882938.1	96.111	1903	72	1	1	1901	2776	874	0	3103	7081	"KX882938.1 Hubei toti-like virus 10 strain 3mos6210 hypothetical protein 1 and hypothetical protein 2 genes, complete cds "	100	1901	100	4968	1923298	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei toti-like virus 10	NO	wz106
k141_2354	KX882938.1	96.11	694	27	0	1	694	4769	4076	0	1133	7081	"KX882938.1 Hubei toti-like virus 10 strain 3mos6210 hypothetical protein 1 and hypothetical protein 2 genes, complete cds "	100	694	100	43	1923298	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei toti-like virus 10	NO	wz39
k141_396	KX882765.1	96.106	1592	62	0	8	1599	1597	6	0	2597	1652	"KX882765.1 Hubei mosquito virus 2 strain 3mos6212 segment 2 hypothetical protein gene, complete cds "	99	1606	100	17353	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz83
k141_665	KX883773.1	96.104	308	12	0	1	308	4504	4197	3.47E-140	503	9141	"KX883773.1 Hubei virga-like virus 1 strain mosHB236471 hypothetical protein genes, complete cds"	100	308	100	57	1923324	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei virga-like virus 1	NO	wz29
k141_2486	KM817697.1	96.104	462	18	0	1	462	3973	4434	0	754	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	462	100	444	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz55
k141_15474	APG79155.1	96.1	359	14	0	1077	1	2	360	0	674	1296	APG79155.1 RNA-dependent RNA polymerase [Hubei tetragnatha maxillosa virus 9]	99	1079	100	723	1923251	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tetragnatha maxillosa virus 9	NO	wz16
k141_5011	KM817639.1	96.099	282	9	1	1	280	5988	6269	9.50E-127	459	6269	"KM817639.1 Shuangao Insect Virus 6 strain QSA10 RNA-dependent RNA polymerase (L) gene, partial cds"	74	377	100	18	1608080	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Shuangao Insect Virus 6	NO	wz26
k141_4894	KM817726.1	96.099	282	11	0	1	282	598	879	1.92E-127	460	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	100	282	100	1179	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz63
k141_467	KM817697.1	96.099	282	11	0	1	282	1030	749	1.92E-127	460	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	282	100	689	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz63
k141_1248	KM817726.1	96.099	282	11	0	1	282	1053	772	1.92E-127	460	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	100	282	100	742	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz99
k141_400	KM817697.1	96.092	435	17	0	1	435	6450	6016	0	712	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	57	768	100	360307	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz46
k141_596	KX882764.1	96.085	281	11	0	71	351	3077	2797	8.79E-127	459	3094	"KX882764.1 Hubei mosquito virus 2 strain 3mos6212 segment 1 hypothetical protein 1 and RdRp genes, complete cds"	80	351	100	3063	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	NO	wz20
k141_2946	KM817697.1	96.085	6462	251	2	1	6460	5	6466	0	10543	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	6460	100	6690	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz20
k141_4191	KM817697.1	96.083	919	36	0	1	919	1212	294	0	1498	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	919	100	5040	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz63
k141_954	KX883919.1	96.078	459	18	0	1	459	7109	7567	0	749	9558	"KX883919.1 Zhejiang mosquito virus 1 strain mosZJ35497 hypothetical protein gene, complete cds"	100	459	100	25	1923778	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Zhejiang mosquito virus 1	NO	wz20
k141_949	KM817697.1	96.078	408	16	0	1	408	1750	2157	0	665	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	100	408	100	260	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz46
k141_507	KM817726.1	96.078	255	10	0	1	255	624	878	3.76E-114	416	2217	"KM817726.1 Wuhan Mosquito Virus 1 strain WT3-15 glycoprotein precursor (G) gene, complete cds"	100	255	100	1200	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz46
k141_4856	APG79115.1	96.078	102	4	0	308	3	475	576	1.33E-61	207	1212	APG79115.1 RdRp [Hubei reo-like virus 7]	99	309	100	8	1923182	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei reo-like virus 7	NO	wz7
k141_3264	KM817697.1	96.078	306	12	0	1	306	5538	5843	4.47E-139	499	6474	"KM817697.1 Wuhan Mosquito Virus 1 strain WT3-15 RNA-dependent RNA polymerase (L) gene, complete cds"	99	307	100	744	1608126	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan Mosquito Virus 1	NO	wz63
k141_2969	KX883686.1	96.078	306	12	0	1	306	7124	6819	4.45E-139	499	8840	"KX883686.1 Hubei picorna-like virus 62 strain spider133936 hypothetical protein gene, complete cds"	100	306	100	12	1923145	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 62	NO	wz39
