virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
1262533	Lactococcus phage 340	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus	NC_021853	NA	NA	NA	1359	Lactococcus lactis subsp. cremoris	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	23666332	Literature	NA	NA
1262533	Lactococcus phage 340	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus	NC_021853	NA	NA	NA	1360	Lactococcus lactis subsp. lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	23666332	Literature	NA	NA
1262533	Lactococcus phage 340	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus	NC_021853	NA	NA	NA	272623	Lactococcus lactis subsp. lactis Il1403	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	23666332	Literature	NA	NA
1871681	Lactococcus phage 50101	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_031040	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1871687	Lactococcus phage 63301	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_031017	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
39838	Lactococcus phage 936	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato	KC182544	NA	NA	NA	1357	Lactococcus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae	NA	NA	NA	NA
881953	Lactococcus phage 949	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_015263	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1871690	Lactococcus phage 98201	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_031064	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165137	Lactococcus phage ASCC284	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740790	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165138	Lactococcus phage ASCC287	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740791	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165139	Lactococcus phage ASCC310	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740792	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165140	Lactococcus phage ASCC324	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740793	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165141	Lactococcus phage ASCC337	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740794	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165142	Lactococcus phage ASCC356	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740795	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165143	Lactococcus phage ASCC358	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740796	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165144	Lactococcus phage ASCC365	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740797	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165145	Lactococcus phage ASCC368	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740798	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165146	Lactococcus phage ASCC395	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740799	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165147	Lactococcus phage ASCC397	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740800	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165148	Lactococcus phage ASCC406	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740801	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165149	Lactococcus phage ASCC454	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740802	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165150	Lactococcus phage ASCC460	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740803	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165152	Lactococcus phage ASCC473	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740805	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165153	Lactococcus phage ASCC476	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740806	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165154	Lactococcus phage ASCC489	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740807	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165155	Lactococcus phage ASCC497	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740808	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165156	Lactococcus phage ASCC502	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740809	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165157	Lactococcus phage ASCC506	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740810	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165158	Lactococcus phage ASCC527	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740811	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165159	Lactococcus phage ASCC531	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740812	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165161	Lactococcus phage ASCC544	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato; Lactococcus phage ASCC	JQ740814	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
503388	Lactococcus phage asccphi28	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae	NC_010363	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
151535	Lactococcus phage bIL285	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_002666	NA	NA	NA	272623	Lactococcus lactis subsp. lactis Il1403	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	NA	RefSeq	NA	NA
151536	Lactococcus phage bIL286	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_002667	NA	NA	NA	272623	Lactococcus lactis subsp. lactis Il1403	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	NA	RefSeq	NA	NA
151537	Lactococcus phage bIL309	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_002668	NA	NA	NA	272623	Lactococcus lactis subsp. lactis Il1403	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	NA	RefSeq	NA	NA
151538	Lactococcus phage bIL310	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_002669	NA	NA	NA	272623	Lactococcus lactis subsp. lactis Il1403	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	NA	RefSeq	NA	NA
151534	Lactococcus phage bIL311	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_002670	NA	NA	NA	272623	Lactococcus lactis subsp. lactis Il1403	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	NA	RefSeq	NA	NA
151539	Lactococcus phage bIL312	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_002671	NA	NA	NA	272623	Lactococcus lactis subsp. lactis Il1403	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	NA	RefSeq	NA	NA
31754	Lactococcus phage BK5-T	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_002796	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1229751	Lactococcus phage BM13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_021861	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1289467	Lactococcus phage CaseusJM1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato	KC522412	NA	NA	NA	1359	Lactococcus lactis subsp. cremoris	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	NA	RefSeq	NA	NA
1862958	Lactococcus phage D4410	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C2virus; unclassified C2likevirus	NC_031071	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1862959	Lactococcus phage D4412	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C2virus; unclassified C2likevirus	NC_031009	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
213782	Lactococcus phage fd13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato	KC182545	NA	NA	NA	1357	Lactococcus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae	NA	NA	NA	NA
1698369	Lactococcus phage GE1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_029118	NA	NA	NA	1363	Lactococcus garvieae	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1262535	Lactococcus phage jm2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus	NC_021860	NA	NA	NA	1359	Lactococcus lactis subsp. cremoris	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	23666332	Literature	NA	NA
1262536	Lactococcus phage jm3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus	NC_021854	NA	NA	NA	1359	Lactococcus lactis subsp. cremoris	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	23666332	Literature	NA	NA
1862960	Lactococcus phage M5938	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C2virus; unclassified C2likevirus	NC_031075	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1862961	Lactococcus phage M6162	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C2virus; unclassified C2likevirus	NC_031002	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1862962	Lactococcus phage M6165	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; C2virus; unclassified C2likevirus	NC_031044	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1476886	Lactococcus phage P078	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_024215	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
641487	Lactococcus phage P087	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_012663	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1476887	Lactococcus phage P092	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_024203	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1476888	Lactococcus phage P118	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_024208	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1476889	Lactococcus phage P162	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_024214	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
201846	Lactococcus phage P335	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Lactococcus phage P335 sensu lato	DQ838728	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
354260	Lactococcus phage P335 sensu lato	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_004746	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1262537	Lactococcus phage P680	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus	NC_021852	NA	NA	NA	1360	Lactococcus lactis subsp. lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	23666332	Literature	NA	NA
1262537	Lactococcus phage P680	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus	NC_021852	NA	NA	NA	272623	Lactococcus lactis subsp. lactis Il1403	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	23666332	Literature	NA	NA
1527692	Lactococcus phage phi145	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato	KM091444	NA	NA	NA	44273	Lactococcus sp.	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1527693	Lactococcus phage phi15	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato	KM091442	NA	NA	NA	44273	Lactococcus sp.	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1262538	Lactococcus phage phi7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus	NC_021855	NA	NA	NA	1359	Lactococcus lactis subsp. cremoris	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	23666332	Literature	NA	NA
1527694	Lactococcus phage phi93	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato	KM091443	NA	NA	NA	44273	Lactococcus sp.	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1412875	Lactococcus phage phiL47	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_023574	NA	NA	NA	1359	Lactococcus lactis subsp. cremoris	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	NA	RefSeq	NA	NA
12390	Lactococcus phage phiLC3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_005822	NA	NA	NA	1359	Lactococcus lactis subsp. cremoris	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	14972551	Literature, RefSeq	NA	NA
444474	Lactococcus phage phismq86	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Lactococcus phage ul36	DQ394810	NA	NA	NA	1357	Lactococcus	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae	NA	NA	NA	NA
1815955	Lactococcus phage PLgT-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_031016	NA	NA	NA	420890	Lactococcus garvieae Lg2	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
254253	Lactococcus phage Q33	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Lactococcus phage P335 sensu lato	JX564242	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
382685	Lactococcus phage Q54	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; unclassified Sk1virus; Lactococcus phage 936 sensu lato	NC_008364	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
43685	Lactococcus phage r1t	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_004302	NA	NA	NA	1359	Lactococcus lactis subsp. cremoris	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus lactis	8730875	Literature, RefSeq, UniProt	NA	NA
1414741	Lactococcus phage SK1833	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus; Lactococcus virus sk1	KF676640	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
35345	Lactococcus phage TP901-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_002747	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
35241	Lactococcus phage Tuc2009	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_002703	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq, UniProt	NA	NA
114416	Lactococcus phage ul36	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_004066	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
374525	Lactococcus phage ul36.k1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Lactococcus phage ul36	DQ394806	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
374526	Lactococcus phage ul36.k1t1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Lactococcus phage ul36	DQ394807	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
374527	Lactococcus phage ul36.t1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Lactococcus phage ul36	DQ394808	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
374529	Lactococcus phage ul36.t1k1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Lactococcus phage ul36	DQ394809	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1560313	Lactococcus phage WRP3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_027341	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
213769	Lactococcus virus 712	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus	NC_008370	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165134	Lactococcus virus ASCC191	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus	NC_017688	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
1165135	Lactococcus virus ASCC273	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus	JQ740788	NA	NA	NA	1358	Lactococcus lactis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	RefSeq	NA	NA
