qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	stitle	qcovs	contig_length	covered_percent	reads_number	taxaid	superkingdom	phylum	class	order	family	genus	species	sample
k141_15636	KP969926.1	77.667	300	63	4	1	298	1063	1360	6.45E-43	180	4409	"KP969926.1 Drosophila A virus isolate IM07_DrosophilaA RNA-dependent RNA polymerase and capsid precursor, genes, partial cds"	99	300	100	6	595895	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Drosophila A virus	km95
k141_7800	APG77727.1	77.632	152	34	0	457	2	67	218	1.74E-70	235	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	459	100	13	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km15
k141_6333	YP_009337117.1	77.632	152	34	0	457	2	401	552	1.41E-76	253	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	99	458	100	214	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km102
k141_7674	APG77727.1	77.612	134	30	0	402	1	1	134	1.89E-63	216	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	81	494	100	12	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km14
k141_2559	KP900885.1	77.567	263	52	5	23	282	323	65	1.64E-34	152	1535	"KP900885.1 Colletotrichum partitivirus 1 isolate GS-CHC coat protein gene, complete cds"	75	346	100	19	1708484	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Colletotrichum partitivirus 1	km30
k141_7057	AF047013.1	77.563	1863	395	23	279	2129	258	2109	0	1103	2203	"AF047013.1 Fusarium poae virus 1 RNA2 putative RNA dependent RNA polymerase gene, complete cds"	87	2136	100	1434	75747	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Betapartitivirus	Fusarium poae virus 1	km47
k141_2588	DQ112227.1	77.561	1025	215	14	6535	7552	10	1026	3.44E-169	604	11034	"DQ112227.1 Kelp fly virus, complete genome"	72	10448	100	3617	340921	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Kelp fly virus	km104
k141_2150	APG76942.1	77.551	196	44	0	1523	936	2	197	5.18E-93	296	197	APG76942.1 hypothetical protein [Hubei permutotetra-like virus 1] 	23	2547	99.8822	4506	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km98
k141_3926	APF29060.1	77.477	111	24	1	5	334	599	709	1.38E-57	196	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	334	100	15	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km119
k141_847	APF29060.1	77.419	124	28	0	485	114	1909	2032	5.38E-59	203	2032	APF29060.1 L protein [Menghai rhabdovirus]	77	486	100	107	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km1
k141_6800	YP_009388614.1	77.419	155	35	0	2	466	27	181	1.38E-86	259	181	YP_009388614.1 matrix protein [Culex rhabdo-like virus] 	65	715	100	33	2010277	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex rhabdo-like virus	km100
k141_4187	APG77727.1	77.419	155	32	2	1	459	68	221	1.15E-68	230	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	461	100	248	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km58
k141_1339	APG77726.1	77.401	177	40	0	585	55	40	216	6.83E-92	272	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	91	585	100	47	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km96
k141_5532	YP_009342436.1	77.391	115	26	0	3	347	172	286	3.75E-60	194	401	YP_009342436.1 hypothetical protein [Wuhan house centipede virus 1] 	99	347	100	10	1923705	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Wuhan house centipede virus 1	km64
k141_167	AEY74312.1	77.372	137	31	0	411	1	212	348	1.08E-74	232	383	AEY74312.1 ribonucleotide reductase large subunit [Vaccinia virus]	100	411	100	11	10245	Viruses	Unassigned	Unassigned	Unassigned	Poxviridae	Orthopoxvirus	Vaccinia virus	km50
k141_5937	APF29060.1	77.358	106	24	0	320	3	1779	1884	2.67E-49	172	2032	APF29060.1 L protein [Menghai rhabdovirus]	98	324	100	18	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km94
k141_1845	KX883292.1	77.329	322	71	2	36	356	9772	9452	1.74E-45	189	10308	"KX883292.1 Hubei picorna-like virus 29 strain arthropodmix14031 hypothetical protein gene, complete cds"	68	470	100	35	1923109	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 29	km31
k141_2162	APF29057.1	77.311	119	27	0	20	376	1	119	3.39E-55	174	166	APF29057.1 M protein [Menghai rhabdovirus]	94	381	100	14	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km94
k141_758	AKH40286.1	77.293	229	52	0	2	688	249	477	4.70E-121	384	3034	"AKH40286.1 putative polyprotein, partial [La Jolla virus]"	99	688	100	31	1654357	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Unassigned	La Jolla virus	km42
k141_671	AGY80343.1	77.273	154	35	0	465	4	530	683	5.99E-80	263	2120	AGY80343.1 RNA dependent RNA polymerase [North Creek virus]	99	466	100	22	1406950	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	North Creek virus	km41
k141_6130	APF29057.1	77.273	132	30	0	402	7	1	132	2.77E-62	197	166	APF29057.1 M protein [Menghai rhabdovirus]	56	707	100	38	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km100
k141_3092	AKH40319.1	77.241	435	87	3	1387	107	1	431	0	643	431	"AKH40319.1 ORF1, partial [Galbut virus]"	82	1554	100	2264	1654579	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Galbut virus	km23
k141_2351	AKH40319.1	77.241	435	87	3	104	1384	1	431	0	642	431	"AKH40319.1 ORF1, partial [Galbut virus]"	85	1507	100	4748	1654579	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Galbut virus	km24
k141_4736	APG76964.1	77.237	1028	233	1	86	3169	1	1027	0	1690	1029	APG76964.1 RdRp [Hubei permutotetra-like virus 2]	67	4600	100	727	1923076	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 2	km104
k141_9931	ANS71513.1	77.236	123	28	0	5	373	1549	1671	3.37E-59	202	1795	ANS71513.1 nonstructural polyprotein [Homalodisca coagulata virus-1]	99	373	100	12	359812	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Triatovirus	Homalodisca coagulata virus-1	km100
k141_17168	APG76964.1	77.229	1032	227	2	4602	1519	1	1028	0	1687	1029	APG76964.1 RdRp [Hubei permutotetra-like virus 2]	65	4780	100	9399	1923076	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 2	km23
k141_4979	YP_009388622.1	77.215	158	36	0	2	475	1179	1336	4.08E-83	272	2079	YP_009388622.1 RdRp [Culex mononega-like virus 2] 	99	479	100	33	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	km49
k141_2009	YP_009272947.1	77.215	158	36	0	2	475	221	378	9.14E-80	255	755	YP_009272947.1 RNA-dependent RNA polymerase [Fusarium poae partitivirus 2] 	99	477	100	58	1849533	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Fusarium poae partitivirus 2	km67
k141_8644	ALM62220.1	77.193	114	26	0	3	344	647	760	7.27E-59	200	1941	ALM62220.1 RNA-dependent RNA polymerase [Soybean leaf-associated negative-stranded RNA virus 1]	97	352	100	9	1719048	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Soybean leaf-associated negative-stranded RNA virus 1	km101
k141_2128	ASA47296.1	77.165	127	29	0	2	382	95	221	2.56E-60	199	560	ASA47296.1 nucleoprotein [Wuhan Mosquito Virus 6] 	99	382	100	15	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	km12
k141_9544	YP_009330278.1	77.143	105	24	0	355	41	1139	1243	1.16E-49	174	1281	YP_009330278.1 putative glycoprotein [Hubei diptera virus 5] 	88	357	100	13	1922886	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei diptera virus 5	km103
k141_5342	YP_009337117.1	77.108	166	38	0	61	558	741	906	3.35E-86	282	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	89	560	100	150	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km102
k141_6227	KX883921.1	77.073	205	35	12	1257	1455	8803	9001	1.82E-20	108	10107	"KX883921.1 Hubei coleoptera virus 1 strain QCM131202 hypothetical protein gene, complete cds"	12	1627	100	365	1922860	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei coleoptera virus 1	km120
k141_12230	KX883921.1	77.073	205	35	12	8059	8257	8803	9001	1.05E-19	108	10107	"KX883921.1 Hubei coleoptera virus 1 strain QCM131202 hypothetical protein gene, complete cds"	2	9261	100	3533	1922860	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei coleoptera virus 1	km103
k141_1753	APG77727.1	77.07	157	36	0	3	473	95	251	3.11E-66	223	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	475	100	13	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km67
k141_6146	YP_009330058.1	77.064	109	25	0	2	328	1944	2052	8.27E-55	188	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	330	100	7499	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km101
k141_4489	YP_009337088.1	77.064	109	25	0	1	327	760	868	1.05E-58	199	2833	YP_009337088.1 hypothetical protein [Hubei mosquito virus 1] 	100	327	100	16	1922925	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 1	km32
k141_2215	APG77726.1	77.049	122	28	0	169	534	1	122	2.03E-59	189	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	68	536	100	123	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km97
k141_908	APG76942.1	77.041	196	45	0	689	102	2	197	1.01E-95	295	197	APG76942.1 hypothetical protein [Hubei permutotetra-like virus 1] 	36	1652	100	144	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km51
k141_12370	APF29060.1	77.035	344	78	1	1	1029	513	856	0	576	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	1037	100	2813	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km23
k141_6428	AOR51378.1	77.027	148	34	0	444	1	778	925	1.00E-76	253	2014	AOR51378.1 RdRp [Gambie virus]	99	445	100	13	1903427	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Gambie virus	km15
k141_2890	YP_006202626.1	77	100	23	0	57	356	1	100	2.30E-38	131	100	YP_006202626.1 gamma gene product [Kotonkan virus] 	66	452	100	28	318836	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Ephemerovirus	Kotonkan ephemerovirus	km109
k141_1045	AQM55272.1	77	100	23	0	5	304	1822	1921	1.09E-45	163	2333	AQM55272.1 hypothetical protein 1 [Big Cypress virus] 	99	379	100	9	1955196	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Big Cypress virus	km100
k141_10955	APG76947.1	76.991	113	26	0	3	341	54	166	2.39E-62	193	196	APG76947.1 hypothetical protein [Hubei permutotetra-like virus 1]	96	352	100	12	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km15
k141_4396	APG77727.1	76.99	691	125	3	1195	3216	1	674	0	1079	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	63	3218	100	102344	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km4
k141_4347	APG77726.1	76.959	217	50	0	512	1162	1	217	3.52E-121	358	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	46	1425	100	155	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km4
k141_1159	APG77726.1	76.959	217	50	0	482	1132	1	217	1.07E-120	357	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	43	1505	100	3818	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km3
k141_9323	ASA47330.1	76.923	130	30	0	391	2	381	510	5.23E-62	206	717	ASA47330.1 PA [Wuhan Mosquito Virus 6]	99	392	100	11	1608131	Viruses	Unassigned	Unassigned	Unassigned	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	km12
k141_8563	YP_009330058.1	76.923	117	27	0	356	6	1951	2067	6.19E-58	198	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	356	100	9	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km47
k141_556	KX883292.1	76.923	117	21	5	1531	1644	9047	9160	1.82E-06	62.1	10308	"KX883292.1 Hubei picorna-like virus 29 strain arthropodmix14031 hypothetical protein gene, complete cds"	6	2061	100	386	1923109	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 29	km33
k141_4937	YP_009336629.1	76.923	130	30	0	399	10	230	359	4.78E-66	222	2823	YP_009336629.1 hypothetical protein [Hubei arthropod virus 1] 	98	400	100	39	1922835	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei arthropod virus 1	km23
k141_2023	YP_009337650.1	76.923	195	44	1	119	703	1	194	1.08E-112	320	1027	YP_009337650.1 RdRp [Sanxia permutotetra-like virus 1] 	87	923	100	59	1923365	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Sanxia permutotetra-like virus 1	km102
k141_3347	AJT39595.1	76.908	524	120	1	1574	3	623	1145	0	822	2371	AJT39595.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	99	1574	100	187	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	km47
k141_2815	APF29060.1	76.882	186	43	0	585	28	1	186	7.04E-49	177	2032	APF29060.1 L protein [Menghai rhabdovirus]	78	718	100	18	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km100
k141_8287	ANS71487.1	76.873	307	69	1	1569	649	1489	1793	5.41E-157	495	1795	ANS71487.1 nonstructural polyprotein [Homalodisca coagulata virus-1] 	59	1570	100	70	359812	Viruses	Unassigned	Unassigned	Picornavirales	Dicistroviridae	Triatovirus	Homalodisca coagulata virus-1	km101
k141_967	AMJ52363.1	76.852	108	25	0	16	339	755	862	9.11E-53	183	2122	AMJ52363.1 large protein [Riverside virus 1]	95	341	100	48	1803263	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Riverside virus 1	km104
k141_11964	AKH67357.1	76.852	108	25	0	336	13	123	230	2.39E-54	174	230	"AKH67357.1 RNA-dependent RNA polymerase, partial [Drosophila A virus]"	96	338	100	24	595895	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Drosophila A virus	km95
k141_1936	NP_604476.1	76.823	384	88	1	70	1221	1	383	0	580	652	NP_604476.1 putative capsid protein [Atkinsonella hypoxylon partitivirus] 	94	1221	100	643	37961	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Betapartitivirus	Atkinsonella hypoxylon virus	km34
k141_1441	YP_009337684.1	76.8	125	29	0	1	375	2613	2737	1.98E-60	205	2864	YP_009337684.1 hypothetical protein [Hubei odonate virus 5] 	99	377	100	11	1923000	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei odonate virus 5	km45
k141_4667	APG78251.1	76.724	116	25	1	349	2	73	186	1.13E-56	187	473	APG78251.1 RdRp [Hubei partiti-like virus 32]	97	360	100	25	1923039	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei partiti-like virus 32	km121
k141_4043	AMK09277.1	76.707	1816	423	0	2869	8316	1	1816	0	2935	2135	AMK09277.1 RNA-dependent RNA polymerase [Pararge aegeria rhabdovirus]	66	8317	100	956	1802938	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Pararge aegeria rhabdovirus	km4
k141_9080	APG77725.1	76.699	103	24	0	2	310	449	551	5.23E-40	145	1022	"APG77725.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	310	97.7419	52	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km100
k141_74	NP_258291.1	76.699	103	23	1	3	308	534	636	1.76E-50	174	770	NP_258291.1 RR1 [Spodoptera litura nucleopolyhedrovirus] 	99	310	100	18	46242	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Spodoptera litura nucleopolyhedrovirus	km120
k141_3355	AJT39595.1	76.699	103	23	1	310	2	743	844	1.20E-47	167	2371	AJT39595.1 RNA-dependent RNA polymerase [Bunyaviridae environmental sample]	97	317	98.7382	91	1628184	Viruses	Unassigned	Unassigned	Bunyavirales	Peribunyaviridae	Unassigned	Bunyaviridae environmental sample	km48
k141_17215	APG76947.1	76.636	107	25	0	1	321	45	151	1.06E-58	184	196	APG76947.1 hypothetical protein [Hubei permutotetra-like virus 1]	99	323	100	397	1923073	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 1	km23
k141_3210	ASA47301.1	76.613	124	28	1	50	421	1	123	2.42E-45	163	2726	ASA47301.1 RdRp [Culex negev-like virus 1]	88	423	100	44	2010273	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex negev-like virus 1	km14
k141_2670	KX883921.1	76.585	205	36	12	215	413	9001	8803	5.01E-19	102	10107	"KX883921.1 Hubei coleoptera virus 1 strain QCM131202 hypothetical protein gene, complete cds"	20	977	100	42	1922860	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei coleoptera virus 1	km117
k141_7134	AF316992.1	76.542	1492	301	45	1	1470	1507	43	0	771	1787	"AF316992.1 Discula destructiva virus 1 segment 1, complete sequence"	97	1514	100	88	148880	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Gammapartitivirus	Discula destructiva virus 1	km101
k141_16688	KF310911.1	76.536	179	38	4	6800	6976	1082	1258	1.01E-15	95.3	4704	"KF310911.1 Beaumont virus strain 6 RNA-dependent RNA polymerase gene, partial cds"	2	11496	100	2525	1407072	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Beaumont virus	km24
k141_1003	YP_009337117.1	76.526	426	100	0	1280	3	2369	2794	0	700	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	99	1280	100	825	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km102
k141_19900	APG77727.1	76.522	115	27	0	1	345	164	278	3.65E-56	192	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	346	100	21	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km95
k141_1601	APG77725.1	76.51	149	35	0	448	2	400	548	4.90E-76	249	1022	"APG77725.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	449	100	10	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km111
k141_2736	APF29060.1	76.5	200	46	1	2	598	549	748	4.76E-105	337	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	598	97.6589	102	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km57
k141_562	APG77726.1	76.498	217	51	0	526	1176	1	217	8.22E-119	353	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	42	1566	100	163004	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km57
k141_7148	AGZ84317.1	76.471	102	24	0	207	512	49	150	1.90E-48	168	494	AGZ84317.1 putative coat protein [Botryosphaeria dothidea partitivirus 1]	60	514	100	74	1405300	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Botryosphaeria dothidea partitivirus 1	km101
k141_7008	YP_003622540.1	76.471	102	24	0	2	307	2637	2738	6.79E-49	171	2964	YP_003622540.1 polyprotein [Slow bee paralysis virus] 	99	309	100	15	458132	Viruses	Unassigned	Unassigned	Picornavirales	Iflaviridae	Iflavirus	Slow bee paralysis virus	km103
k141_163	APG75627.1	76.471	119	26	1	357	1	49	165	1.45E-57	192	627	APG75627.1 hypothetical protein 1 [Hubei mosquito virus 2]	100	357	100	8	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	km15
k141_17640	KX883171.1	76.447	1711	355	35	174	1867	1966	287	0	883	2209	"KX883171.1 Hubei tombus-like virus 27 strain SSZZ3453 hypothetical protein 1 and hypothetical protein 2 genes, complete cds"	79	2150	100	397	1923274	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei tombus-like virus 27	km23
k141_6511	YP_009337117.1	76.444	225	53	0	2	676	2346	2570	2.12E-115	368	2948	YP_009337117.1 hypothetical protein [Hubei picorna-like virus 38] 	99	679	100	3968	1923118	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 38	km104
k141_1974	APG77726.1	76.442	208	49	0	881	258	10	217	1.59E-115	336	217	APG77726.1 hypothetical protein [Hubei macula-like virus 3]	71	883	100	29	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km68
k141_1538	YP_009337337.1	76.415	106	24	1	3	320	79	183	8.97E-55	174	205	YP_009337337.1 hypothetical protein 1 [Hubei permutotetra-like virus 2] 	98	325	100	21	1923076	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei permutotetra-like virus 2	km41
k141_5439	YP_009337877.1	76.41	195	46	0	661	77	156	350	2.90E-110	325	351	YP_009337877.1 hypothetical protein 2 [Hubei mosquito virus 2] 	88	668	95.3593	98	1922926	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei mosquito virus 2	km48
k141_9058	AMW07365.2	76.378	127	29	1	381	1	1	126	1.14E-62	206	582	AMW07365.2 RNA-dependent RNA polymerase [Rhizoctonia solani dsRNA virus 3]	86	445	100	35	1825688	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Alphapartitivirus	Rhizoctonia solani dsRNA virus 3	km14
k141_3352	YP_009337684.1	76.355	203	47	1	4	609	2497	2699	5.92E-106	340	2864	YP_009337684.1 hypothetical protein [Hubei odonate virus 5] 	99	609	100	11	1923000	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei odonate virus 5	km35
k141_6336	YP_009330058.1	76.316	114	27	0	2	343	1968	2081	2.66E-56	193	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	344	100	930	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km104
k141_3593	AOX47568.1	76.316	114	27	0	342	1	532	645	1.14E-44	159	724	AOX47568.1 RNA-dependent RNA polymerase [Ceratobasidium partitivirus]	99	347	100	15	1905681	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Ceratobasidium partitivirus	km50
k141_23	ASA47292.1	76.289	194	46	0	1	582	220	413	3.83E-99	320	2079	ASA47292.1 RdRp [Culex mononega-like virus 2]	100	582	100	25	2010272	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Culex mononega-like virus 2	km48
k141_4802	AGY80343.1	76.282	156	37	0	470	3	694	849	2.02E-77	255	2120	AGY80343.1 RNA dependent RNA polymerase [North Creek virus]	99	472	100	43	1406950	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	North Creek virus	km113
k141_4140	YP_009330058.1	76.271	118	28	0	356	3	862	979	1.90E-56	194	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	359	100	23368	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km101
k141_3047	APG77725.1	76.259	139	33	0	4	420	471	609	1.16E-66	223	1022	"APG77725.1 hypothetical protein, partial [Hubei macula-like virus 3]"	99	422	100	21	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km36
k141_9481	AGE89912.1	76.238	101	24	0	304	2	208	308	1.15E-50	167	334	AGE89912.1 RR2B [Spodoptera littoralis nucleopolyhedrovirus]	99	304	100	8	10456	Viruses	Unassigned	Unassigned	Unassigned	Baculoviridae	Alphabaculovirus	Spodoptera littoralis nucleopolyhedrovirus	km122
k141_3660	APF29060.1	76.238	202	47	1	2	604	509	710	4.61E-104	334	2032	APF29060.1 L protein [Menghai rhabdovirus]	99	605	100	26	1919071	Viruses	Unassigned	Unassigned	Mononegavirales	Rhabdoviridae	Unassigned	Menghai rhabdovirus	km13
k141_512	APG77727.1	76.232	568	113	3	1671	1	1	557	0	861	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	95	1762	100	17456	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km104
k141_8812	YP_009330058.1	76.23	122	29	0	2	367	1921	2042	6.09E-62	209	2257	YP_009330058.1 hypothetical protein 3 [Hubei picorna-like virus 82] 	99	367	100	8814	1923167	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei picorna-like virus 82	km101
k141_5228	AOR51388.1	76.19	147	35	0	444	4	177	323	9.82E-81	250	460	"AOR51388.1 RdRp, partial [Partitivirus-like 1]"	99	444	100	30	1903436	Viruses	Unassigned	Unassigned	Unassigned	Partitiviridae	Unassigned	Partitivirus-like 1	km104
k141_207	YP_005255241.1	76.19	105	25	0	317	3	686	790	1.81E-48	170	1243	YP_005255241.1 S2 gene product [Spissistilus festinus reovirus] 	98	322	100	9	1004049	Viruses	Unassigned	Unassigned	Unassigned	Reoviridae	Unassigned	Spissistilus festinus reovirus	km34
k141_4062	APG77727.1	76.182	571	108	3	1671	1	1	557	0	860	1229	"APG77727.1 hypothetical protein, partial [Hubei macula-like virus 3]"	95	1768	100	8057	1922924	Viruses	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Hubei macula-like virus 3	km100
